addr	state	modules	config_names	config_kinds	verified_name	verified_kind	verdict	proposed	note
0x0209f27c	CONFIG-PLACEHOLDER	arm9	data_0209f27c	bss	BUZZER_SOUND_JUST_PLAYED	data	placeholder		
0x0209f280	CONFIG-PLACEHOLDER	arm9	data_0209f280	bss	STOP_MUSIC_DURING_FADE	data	placeholder		
0x0209f284	CONFIG-PLACEHOLDER	arm9	data_0209f284	bss	BOUNCING_MSG_ARROWS_VISIBLE	data	placeholder		
0x0209f288	CONFIG-PLACEHOLDER	arm9	data_0209f288	bss	DISPLAY_RED_COINS_MINIMAP	data	placeholder		
0x0209f290	CONFIG-PLACEHOLDER	arm9	data_0209f290	bss	VS_MODE_EXIT_STATE	data	placeholder		
0x0209f294	CONFIG-PLACEHOLDER	arm9	data_0209f294	bss	GAME_FROZEN	data	placeholder		
0x0209f298	CONFIG-PLACEHOLDER	arm9	data_0209f298	bss	RETURN_TO_REC_ROOM	data	placeholder		
0x0209f29c	CONFIG-PLACEHOLDER	arm9	data_0209f29c	bss	BACK_BUTTON_PRESSED	data	placeholder		
0x0209f2a0	CONFIG-PLACEHOLDER	arm9	data_0209f2a0	bss	PAUSED_DURING_TIMER	data	placeholder		
0x0209f2a4	CONFIG-PLACEHOLDER	arm9	data_0209f2a4	bss	SELECTED_BUTTON_SMALL	data	placeholder		
0x0209f2a8	CONFIG-PLACEHOLDER	arm9	data_0209f2a8	bss	LEVEL_CLEAR_TIMER	data	placeholder		
0x0209f2ac	CONFIG-PLACEHOLDER	arm9	data_0209f2ac	bss	NEW_STAR_COLLECTED	data	placeholder		
0x0209f2b0	CONFIG-PLACEHOLDER	arm9	data_0209f2b0	bss	NEW_COIN_HIGH_SCORE	data	placeholder		
0x0209f2b4	CONFIG-PLACEHOLDER	arm9	data_0209f2b4	bss	NUM_BIG_BUTTONS	data	placeholder		
0x0209f2b8	CONFIG-PLACEHOLDER	arm9	data_0209f2b8	bss	SAVE_MENU_TIMER	data	placeholder		
0x0209f2bc	CONFIG-PLACEHOLDER	arm9	data_0209f2bc	bss	VS_MODE_COUNTDOWN	data	placeholder		
0x0209f2c0	CONFIG-PLACEHOLDER	arm9	data_0209f2c0	bss	LEVEL_SPECIFIC_SETTING	data	placeholder		
0x0209f2c4	CONFIG-PLACEHOLDER	arm9	data_0209f2c4	bss	GAME_PAUSED	data	placeholder		
0x0209f2c8	CONFIG-PLACEHOLDER	arm9	data_0209f2c8	bss	MENU_DISPLAYED_COURSE	data	placeholder		
0x0209f2cc	CONFIG-PLACEHOLDER	arm9	data_0209f2cc	bss	BACKLIGHT_OPTION_TIMER	data	placeholder		
0x0209f2d0	CONFIG-PLACEHOLDER	arm9	data_0209f2d0	bss	NUM_TELEPORT_DEST_OBJS	data	placeholder		
0x0209f2d4	CONFIG-PLACEHOLDER	arm9	data_0209f2d4	bss	LEVEL_CLEAR_SCREEN_STATE	data	placeholder		
0x0209f2d8	CONFIG-PLACEHOLDER	arm9	data_0209f2d8	bss	CURRENT_GAMEMODE	data	placeholder		
0x0209f2dc	CONFIG-PLACEHOLDER	arm9	data_0209f2dc	bss	SELECTED_CONTROLLER_MODE	data	placeholder		
0x0209f2e0	CONFIG-PLACEHOLDER	arm9	data_0209f2e0	bss	SELECTED_BUTTON	data	placeholder		
0x0209f2e4	CONFIG-PLACEHOLDER	arm9	data_0209f2e4	bss	SOUND_MODE_TIMER	data	placeholder		
0x0209f2e8	CONFIG-PLACEHOLDER	arm9	data_0209f2e8	bss	MAP_TILE_ARR_SIZE	data	placeholder		
0x0209f2ec	CONFIG-PLACEHOLDER	arm9	data_0209f2ec	bss	BACKLIGHT_OFF	data	placeholder		
0x0209f2f0	CONFIG-PLACEHOLDER	arm9	data_0209f2f0	bss	COURSE_ARROW_BUTTONS_INVISIBLE	data	placeholder		
0x0209f2f4	CONFIG-PLACEHOLDER	arm9	data_0209f2f4	bss	NUM_LIVES	data	placeholder		
0x0209f2f8	CONFIG-PLACEHOLDER	arm9	data_0209f2f8	bss	LEVEL_ID	data	placeholder		
0x0209f2fc	CONFIG-PLACEHOLDER	arm9	data_0209f2fc	bss	PREV_RETURN_STATE	data	placeholder		
0x0209f300	CONFIG-PLACEHOLDER	arm9	data_0209f300	bss	STAGE_TIMER	data	placeholder		
0x0209f304	CONFIG-PLACEHOLDER	arm9	data_0209f304	bss	VS_MODE_COUNTDOWN_TIMER	data	placeholder		
0x0209f308	CONFIG-PLACEHOLDER	arm9	data_0209f308	bss	VS_NEW_STAR_TIMER	data	placeholder		
0x0209f30c	CONFIG-PLACEHOLDER	arm9	data_0209f30c	bss	NUM_RED_COINS	data	placeholder		
0x0209f310	CONFIG-PLACEHOLDER	arm9	data_0209f310	bss	NUM_VS_STARS_OBTAINED_PLAYER	data	placeholder		
0x0209f314	CONFIG-PLACEHOLDER	arm9	data_0209f314	bss	AREAS	data	placeholder		
0x0209f318	CONFIG-PLACEHOLDER	arm9	data_0209f318	bss	CAMERA	data	placeholder		
0x0209f31c	CONFIG-PLACEHOLDER	arm9	data_0209f31c	bss	FOG_OBJS_PTR	data	placeholder		
0x0209f320	CONFIG-PLACEHOLDER	arm9	data_0209f320	bss	LEVEL_MODEL_DATA	data	placeholder		
0x0209f324	CONFIG-PLACEHOLDER	arm9	data_0209f324	bss	WIPES	data	placeholder		
0x0209f328	CONFIG-PLACEHOLDER	arm9	data_0209f328	bss	ENTRANCE_ARR_PTR	data	placeholder		
0x0209f32c	CONFIG-PLACEHOLDER	arm9	data_0209f32c	bss	WATER_HEIGHT	data	placeholder		
0x0209f330	CONFIG-PLACEHOLDER	arm9	data_0209f330	bss	TELEPORT_DEST_OBJS_PTR	data	placeholder		
0x0209f334	CONFIG-PLACEHOLDER	arm9	data_0209f334	bss	MAP_TILE_ARR_PTR	data	placeholder		
0x0209f338	CONFIG-PLACEHOLDER	arm9	data_0209f338	bss	UNUSED_TYPE_13_OBJS_PTR	data	placeholder		
0x0209f33c	CONFIG-PLACEHOLDER	arm9	data_0209f33c	bss	CASTLE_KEY_RABBIT	data	placeholder		
0x0209f340	CONFIG-PLACEHOLDER	arm9	data_0209f340	bss	LEVEL_FILE	data	placeholder		
0x0209f344	CONFIG-PLACEHOLDER	arm9	data_0209f344	bss	VS_STAR_SPAWN_ORDER	data	placeholder		
0x0209f348	CONFIG-PLACEHOLDER	arm9	data_0209f348	bss	MINIMAP_SCALE_OBJS_PTR	data	placeholder		
0x0209f34c	CONFIG-PLACEHOLDER	arm9	data_0209f34c	bss	EVENT_FIELD	data	placeholder		
0x0209f350	CONFIG-PLACEHOLDER	arm9	data_0209f350	bss	CAMERA_PRESS_STATE	data	placeholder		
0x0209f354	CONFIG-PLACEHOLDER	arm9	data_0209f354	bss	VIEW_ARR_PTR	data	placeholder		
0x0209f358	CONFIG-PLACEHOLDER	arm9	data_0209f358	bss	NUM_COINS	data	placeholder		
0x0209f360	CONFIG-PLACEHOLDER	arm9	data_0209f360	bss	BG1_BUTTON_TILE_OFFSETS	data	placeholder		
0x0209f368	CONFIG-PLACEHOLDER	arm9	data_0209f368	bss	CAMERA_INPUT_ARR	data	placeholder		
0x0209f37c	CONFIG-PLACEHOLDER	arm9	data_0209f37c	bss	STAR_MARKER_TYPES	data	placeholder		
0x0209f394	CONFIG-PLACEHOLDER	arm9	data_0209f394	bss	PLAYER_ARR	data	placeholder		
0x0209f3a4	CONFIG-PLACEHOLDER	arm9	data_0209f3a4	bss	BOWSER_SPIKE_BOMBS	data	placeholder		
0x0209f3c4	CONFIG-PLACEHOLDER	arm9	data_0209f3c4	bss	STAGE_SCENE_RELATED	data	placeholder		
0x0209f40c	KIND-MISMATCH	arm9,arm9	data_0209f40c;STAR_MARKERS	bss	STAR_MARKERS	data	kind		config kind bss
0x0209f43c	CONFIG-PLACEHOLDER	arm9	data_0209f43c	bss	GLOBAL_CLIPPER	data	placeholder		
0x0209f498	CONFIG-PLACEHOLDER	arm9	data_0209f498	bss	INPUT_ARR	data	placeholder		
0x0209f49c	CONFIG-PLACEHOLDER	arm9	data_0209f49c	bss	INPUT_PERSISTENT	data	placeholder		
0x0209f49e	CONFIG-PLACEHOLDER	arm9	data_0209f49e	bss	INPUT_1_FRAME	data	placeholder		
0x0209f4f8	CONFIG-PLACEHOLDER	arm9	data_0209f4f8	bss	ACTOR_DEATH_TABLE_ARR	data	placeholder		
0x0209f5bc	CONFIG-PLACEHOLDER	arm9	data_0209f5bc	bss	SCENE_FADER	data	placeholder		
0x0209f5c0	CONFIG-PLACEHOLDER	arm9	data_0209f5c0	bss	ROOT_ACTOR_BASE	data	placeholder		
0x0209f5e8	CONFIG-PLACEHOLDER	arm9	data_0209f5e8	bss	DEFAULT_SCENE_FADER	data	placeholder		
0x0209fc48	CONFIG-PLACEHOLDER	arm9	data_0209fc48	bss	RUNNING_KUPPA_SCRIPT	data	placeholder		
0x0209fc4c	CONFIG-PLACEHOLDER	arm9	data_0209fc4c	bss	SAVED_KUPPA_SCRIPT	data	placeholder		
0x0209fc50	CONFIG-PLACEHOLDER	arm9	data_0209fc50	bss	NUM_PLAYERS_2	data	placeholder		
0x0209fc5c	CONFIG-PLACEHOLDER	arm9	data_0209fc5c	bss	IS_PLAYER_ACTIVE	data	placeholder		
0x0209fc68	CONFIG-PLACEHOLDER	arm9	data_0209fc68	bss	DP_STATE	data	placeholder		
0x0209fc9c	CONFIG-PLACEHOLDER	arm9	data_0209fc9c	bss	CONNECTION_ERROR	data	placeholder		
0x0209fd14	CONFIG-PLACEHOLDER	arm9	data_0209fd14	bss	VS_MSG_FILE_PTR	data	placeholder		
0x020a0c80	CONFIG-PLACEHOLDER	arm9	data_020a0c80	bss	ACTIVE_MESH_COLLIDERS	data	placeholder		
0x020a0d84	CONFIG-PLACEHOLDER	arm9	data_020a0d84	bss	PATH_ARR_PTR	data	placeholder		
0x020a0d88	CONFIG-PLACEHOLDER	arm9	data_020a0d88	bss	PATH_NODE_ARR_PTR	data	placeholder		
0x020a0d8c	CONFIG-PLACEHOLDER	arm9	data_020a0d8c	bss	NUM_PATHS	data	placeholder		
0x020a0d90	CONFIG-PLACEHOLDER	arm9	data_020a0d90	bss	build_time_file	data	placeholder		
0x020a0db0	CONFIG-PLACEHOLDER	arm9	data_020a0db0	bss	FRAME_TIMER	data	placeholder		
0x020a0de8	CONFIG-PLACEHOLDER	arm9	data_020a0de8	bss	TOUCH_INPUT_ARR	data	placeholder		
0x020a0e58	CONFIG-PLACEHOLDER	arm9	data_020a0e58	bss	BUTTON_INPUT_ARR	data	placeholder		
0x020a0e68	CONFIG-PLACEHOLDER	arm9	data_020a0e68	bss	MATRIX_SCRATCH_PAPER	data	placeholder		
0x020a0e98	CONFIG-PLACEHOLDER	arm9	data_020a0e98	bss	_ZN6Memory11heapDamagedE	data	placeholder		
0x020a0e9c	CONFIG-PLACEHOLDER	arm9	data_020a0e9c	bss	_ZN6Memory11rootHeapPtrE	data	placeholder		
0x020a0ea0	KIND-MISMATCH	arm9,arm9	data_020a0ea0;_ZN6Memory14defaultHeapPtrE	bss	_ZN6Memory14defaultHeapPtrE	data	kind		config kind bss
0x020a0ea4	DIVERGED	arm9,arm9	data_020a0ea4;ROOT_HEAP_ARENA_ID	bss	_ZN6Memory15rootParamOffsetE	data	plain		
0x020a0ea8	CONFIG-PLACEHOLDER	arm9	data_020a0ea8	bss	_ZN6Memory10tmpHeapPtrE	data	placeholder		
0x020a0eac	DIVERGED	arm9,arm9	data_020a0eac;GAME_HEAP_PTR	bss	_ZN6Memory11gameHeapPtrE	data	plain		
0x020a0ebc	CONFIG-PLACEHOLDER	arm9	data_020a0ebc	bss	_ZN7Vector38IDENTITYE	data	placeholder		
0x020a1040	CONFIG-PLACEHOLDER	arm9	data_020a1040	bss	FRAME_COUNTER	data	placeholder		
0x020a1158	NO-SLOT	-	-	-	INPUT_RELATED_ARR	data	no-slot		
0x020a4b48	CONFIG-PLACEHOLDER	arm9	data_020a4b48	bss	ACTOR_UNKNOWN12_ID	data	placeholder		
0x020a4b4c	CONFIG-PLACEHOLDER	arm9	data_020a4b4c	bss	BASE_CREATION_STATE	data	placeholder		
0x020a4b50	CONFIG-PLACEHOLDER	arm9	data_020a4b50	bss	CURRENT_OBJECT_SPAWN_ID	data	placeholder		
0x020a4b54	CONFIG-PLACEHOLDER	arm9	data_020a4b54	bss	ACTOR_ACTOR_ID	data	placeholder		
0x020a4b60	CONFIG-PLACEHOLDER	arm9	data_020a4b60	bss	ACTOR_PARAM1	data	placeholder		
0x020a4b68	CONFIG-PLACEHOLDER	arm9	data_020a4b68	bss	CURRENT_OBJECT_LIST_NODE	data	placeholder		
0x020a4b78	CONFIG-PLACEHOLDER	arm9	data_020a4b78	bss	FIRST_BEHAVIOR_LIST_NODE	data	placeholder		
0x020a4b98	CONFIG-PLACEHOLDER	arm9	data_020a4b98	bss	FIRST_RENDER_LIST_NODE	data	placeholder		
0x020a4bb8	CONFIG-PLACEHOLDER	arm9	data_020a4bb8	bss	ACTOR_UNKNOWN_TABLE_PTR	data	placeholder		
0x020a4bc8	CONFIG-PLACEHOLDER	arm9	data_020a4bc8	bss	VRAM_Tex4x4_TexelData_Start	data	placeholder		
0x020a4bcc	CONFIG-PLACEHOLDER	arm9	data_020a4bcc	bss	VRAM_Pal_Start	data	placeholder		
0x020a4bd8	CONFIG-PLACEHOLDER	arm9	data_020a4bd8	bss	VRAM_Pal_End	data	placeholder		
0x020a4bdc	CONFIG-PLACEHOLDER	arm9	data_020a4bdc	bss	VRAM_Tex_End	data	placeholder		
0x020a4be0	CONFIG-PLACEHOLDER	arm9	data_020a4be0	bss	VRAM_Tex4x4_IndexData_Start	data	placeholder		
0x020a4be4	CONFIG-PLACEHOLDER	arm9	data_020a4be4	bss	VRAM_Tex_Size	data	placeholder		
0x020a4be8	CONFIG-PLACEHOLDER	arm9	data_020a4be8	bss	VRAM_Tex4x4_MaxSize	data	placeholder		
0x020a4d30	KIND-MISMATCH	arm9,arm9	data_020a4d30;PARTICLE_RNG_STATE	bss	PARTICLE_RNG_STATE	data	kind		config kind bss
0x020a4d34	CONFIG-PLACEHOLDER	arm9	data_020a4d34	bss	_ZN6Memory25isRootHeapIterInitializedE	data	placeholder		
0x020a4d38	CONFIG-PLACEHOLDER	arm9	data_020a4d38	bss	_ZN6Memory16rootHeapIteratorE	data	placeholder		
0x020a4d6c	CONFIG-PLACEHOLDER	arm9	data_020a4d6c	bss	_ZN5Sound7PLAYERSE	data	placeholder		
0x020a5bb8	CONFIG-PLACEHOLDER	arm9	data_020a5bb8	bss	_ZN5Sound8SDAT_RAM3PTRE	data	placeholder		
0x020a60c4	CONFIG-PLACEHOLDER	arm9	data_020a60c4	bss	_ZN3IRQ15DmaTimFunctionsE	data	placeholder		
0x020abac8	CONFIG-PLACEHOLDER	ov000,ov001	data_ov000_020abac8;data_ov001_020abac8	data	_ZN3OAM11SILVER_STARE	data	placeholder		
0x020ad838	DIVERGED	ov002	_ZN12dEnemyBase_c26UpdateKillByInvincibleCharER10dBgCh_ActrR9ModelAnimj	function	_ZN5Enemy26UpdateKillByInvincibleCharER12WithMeshClsnR9ModelAnimj	function	class-rename+arg-rename	_ZN12dEnemyBase_c26UpdateKillByInvincibleCharER10dBgCh_ActrR9ModelAnimj	
0x020ada40	DIVERGED	ov002,ov004	_ZN12dEnemyBase_c20KillByInvincibleCharERK10Vector3_16R6Player5Fix12IiE;func_ov004_020ada40	function	_ZN5Enemy20KillByInvincibleCharERK10Vector3_16R6Player	function	class-rename+signature-fix	_ZN12dEnemyBase_c20KillByInvincibleCharERK10Vector3_16R6Player5Fix12IiE	
0x020adb40	DIVERGED	ov002	_ZN12dEnemyBase_c22SpawnMegaCharParticlesER8dActor_cPc	function	_ZN5Enemy22SpawnMegaCharParticlesER5ActorPc	function	class-rename+arg-rename	_ZN12dEnemyBase_c22SpawnMegaCharParticlesER8dActor_cPc	
0x020addc0	DIVERGED	ov002	_ZN12dEnemyBase_c27SpawnParticlesIfHitOtherObjER5dCc_c	function	_ZN5Enemy27SpawnParticlesIfHitOtherObjER12CylinderClsn	function	class-rename+arg-rename	_ZN12dEnemyBase_c27SpawnParticlesIfHitOtherObjER5dCc_c	
0x020ade78	DIVERGED	ov002	_ZN12dEnemyBase_c14UpdateYoshiEatER10dBgCh_Actr	function	_ZN5Enemy14UpdateYoshiEatER12WithMeshClsn	function	class-rename+arg-rename	_ZN12dEnemyBase_c14UpdateYoshiEatER10dBgCh_Actr	
0x020ae244	DIVERGED	ov002	_ZN12dEnemyBase_c24AngleAwayFromWallOrCliffER10dBgCh_ActrRs	function	_ZN5Enemy24AngleAwayFromWallOrCliffER12WithMeshClsnRs	function	class-rename+arg-rename	_ZN12dEnemyBase_c24AngleAwayFromWallOrCliffER10dBgCh_ActrRs	
0x020ae2b8	DIVERGED	ov002	_ZN12dEnemyBase_c15IsGoingOffCliffER10dBgCh_Actrisbbi	function	_ZN5Enemy15IsGoingOffCliffER12WithMeshClsn5Fix12IiEsbbS3_	function	class-rename+signature-fix	_ZN12dEnemyBase_c15IsGoingOffCliffER10dBgCh_Actrisbbi	
0x020ae6a8	DIVERGED	ov002	_ZN12dEnemyBase_c11UpdateDeathER10dBgCh_Actr	function	_ZN5Enemy11UpdateDeathER12WithMeshClsn	function	class-rename+arg-rename	_ZN12dEnemyBase_c11UpdateDeathER10dBgCh_Actr	
0x020aea30	CONFIG-PLACEHOLDER	ov002,ov004	func_ov002_020aea30;func_ov004_020aea30	function	_ZN5Enemy12KillByAttackER5Actor	function	placeholder		
0x020aeabc	DIVERGED	ov002	_ZN12dEnemyBase_c9SpawnCoinEv	function	_ZN5Enemy9SpawnCoinEv	function	class-rename	_ZN12dEnemyBase_c9SpawnCoinEv	
0x020aebf8	DIVERGED	ov002	_ZN12dEnemyBase_c12UpdateWMClsnER10dBgCh_Actrj	function	_ZN5Enemy12UpdateWMClsnER12WithMeshClsnj	function	class-rename+arg-rename	_ZN12dEnemyBase_c12UpdateWMClsnER10dBgCh_Actrj	
0x020aed3c	DIVERGED	ov002	_ZN12dEnemyBase_cD0Ev	function	_ZN5EnemyD0Ev	function	class-rename	_ZN12dEnemyBase_cD0Ev	
0x020aed74	DIVERGED	ov002	_ZN12dEnemyBase_cD1Ev	function	_ZN5EnemyD2Ev	function	class-rename+dtor-variant	_ZN12dEnemyBase_cD1Ev	
0x020aed98	DIVERGED	ov002,ov007	_ZN12dEnemyBase_cC2Ev;func_ov007_020aed98	function	_ZN5EnemyC2Ev	function	class-rename	_ZN12dEnemyBase_cC2Ev	
0x020aedf4	DIVERGED	ov002	_ZN11dCapEnemy_cD0Ev	function	_ZN8CapEnemyD0Ev	function	class-rename	_ZN11dCapEnemy_cD0Ev	
0x020c4c60	DIVERGED	ov002	_ZN6Player12ShowMessage2ER7fBase_cjPK7Vector3hh	function	_ZN6Player12ShowMessage2ER9ActorBasejPK7Vector3hh	function	arg-rename	_ZN6Player12ShowMessage2ER7fBase_cjPK7Vector3hh	
0x020c4ec0	DIVERGED	ov002	_ZN6Player11ShowMessageER7fBase_cjPK7Vector3hh	function	_ZN6Player11ShowMessageER9ActorBasejPK7Vector3hh	function	arg-rename	_ZN6Player11ShowMessageER7fBase_cjPK7Vector3hh	
0x020c4fa0	DIVERGED	ov002	_ZN6Player9StartTalkER7fBase_cb	function	_ZN6Player9StartTalkER9ActorBaseb	function	arg-rename	_ZN6Player9StartTalkER7fBase_cb	
0x020daba0	DIVERGED	ov002	_ZN6Player7TryGrabER8dActor_c	function	_ZN6Player7TryGrabER5Actor	function	arg-rename	_ZN6Player7TryGrabER8dActor_c	
0x020e2e88	NO-SLOT	-	-	-	FALL_DAMAGE_BIG	data	no-slot		
0x020e2e9c	NO-SLOT	-	-	-	FALL_DAMAGE_SMALL	data	no-slot		
0x020e6858	DIVERGED	ov002	_ZN6PlayerD1Ev	function	_ZN6PlayerD2Ev	function	dtor-variant	_ZN6PlayerD1Ev	
0x020e6c0c	DIVERGED	ov002	Player_Spawn	function	_ZN6PlayerC3Ev	function	plain		
0x020ee42c	DIVERGED	ov002	_ZN10dBgActor_cD1Ev	function	_ZN8PlatformD2Ev	function	class-rename+dtor-variant	_ZN10dBgActor_cD1Ev	
0x020ee464	DIVERGED	ov002	_ZN10dBgActor_cD0Ev	function	_ZN8PlatformD0Ev	function	class-rename	_ZN10dBgActor_cD0Ev	
0x020ee4b0	DIVERGED	ov002	_ZN10dBgActor_c14KillByMegaCharER6Player	function	_ZN8Platform14KillByMegaCharER6Player	function	class-rename	_ZN10dBgActor_c14KillByMegaCharER6Player	
0x020ee55c	DIVERGED	ov002,ov007	_ZN10dBgActor_c4KillEv;data_ov007_020ee55c	function;data	_ZN8Platform4KillEv	function	class-rename	_ZN10dBgActor_c4KillEv	
0x020ee674	DIVERGED	ov002	_ZN10dBgActor_c20UpdateKillByMegaCharEsss5Fix12IiE	function	_ZN8Platform20UpdateKillByMegaCharEsss5Fix12IiE	function	class-rename	_ZN10dBgActor_c20UpdateKillByMegaCharEsss5Fix12IiE	
0x020ee7cc	DIVERGED	ov002	_ZN10dBgActor_c19UpdateClsnPosAndRotEv	function	_ZN8Platform19UpdateClsnPosAndRotEv	function	class-rename	_ZN10dBgActor_c19UpdateClsnPosAndRotEv	
0x020ee830	DIVERGED	ov002	_ZN10dBgActor_c21UpdateModelPosAndRotYEv	function	_ZN8Platform21UpdateModelPosAndRotYEv	function	class-rename	_ZN10dBgActor_c21UpdateModelPosAndRotYEv	
0x020ee870	DIVERGED	ov002	_ZN10dBgActor_c13IsClsnInRangeE5Fix12IiES1_	function	_ZN8Platform13IsClsnInRangeE5Fix12IiES1_	function	class-rename	_ZN10dBgActor_c13IsClsnInRangeE5Fix12IiES1_	
0x020ee934	DIVERGED	ov002	_ZN10dBgActor_c21IsClsnInRangeOnScreenE5Fix12IiES1_	function	_ZN8Platform21IsClsnInRangeOnScreenE5Fix12IiES1_	function	class-rename	_ZN10dBgActor_c21IsClsnInRangeOnScreenE5Fix12IiES1_	
0x020eea50	DIVERGED	ov002	_ZN10dBgActor_cC2Ev	function	_ZN8PlatformC2Ev	function	class-rename	_ZN10dBgActor_cC2Ev	
0x020fb8bc	DIVERGED	ov002	Minimap_Spawn	function	_ZN7MinimapC1Ev	function	plain		
0x020fe154	DIVERGED	ov002	HUD_Spawn	function	_ZN3HUDC1Ev	function	plain		
0x020fe190	DIVERGED	ov002	_ZN5Stage18LoadClsnAndObjectsER11LVL_OverlayjR7dBgW_Kc	function	_ZN5Stage18LoadClsnAndObjectsER11LVL_OverlayjR12MeshCollider	function	arg-rename	_ZN5Stage18LoadClsnAndObjectsER11LVL_OverlayjR7dBgW_Kc	
0x020fea84	DIVERGED	ov002	_ZN8dM3dGLin3SetERK7Vector3S2_	function	_ZN11RaycastLine4Line3SetERK7Vector3S3_	function	class-rename	_ZN8dM3dGLin3SetERK7Vector3S2_	
0x020ff060	CONFIG-PLACEHOLDER	ov002	data_ov002_020ff060	data	COIN_POLY4_MODEL_PTRS	data	placeholder		
0x020ff06c	CONFIG-PLACEHOLDER	ov002	data_ov002_020ff06c	data	COIN_POLY32_MODEL_PTRS	data	placeholder		
0x020ff480	CONFIG-PLACEHOLDER	ov002	data_ov002_020ff480	data	_ZN6Player9ANIM_PTRSE	data	placeholder		
0x0210ae38	DIVERGED	ov002	_ZTV10dBgActor_c	data	_ZTV8Platform	data	class-rename	_ZTV10dBgActor_c	
0x0210c230	CONFIG-PLACEHOLDER	ov002	data_ov002_0210c230	data	_ZN3OAM13HEALTH_METERSE	data	placeholder		
0x0210c690	CONFIG-PLACEHOLDER	ov002	data_ov002_0210c690	data	_ZN3OAM15HEALTH_METER_BGE	data	placeholder		
0x0210c6b8	CONFIG-PLACEHOLDER	ov002	data_ov002_0210c6b8	data	_ZN3OAM8RED_COINE	data	placeholder		
0x0210c6c0	DIVERGED	ov002,ov006	data_ov002_0210c6c0;_ZN12dScMgSlot1_c6RenderEv	data;function	_ZN3OAM7SECONDSE	function	identity		
0x0210ca0c	CONFIG-PLACEHOLDER	ov002	data_ov002_0210ca0c	data	_ZN3OAM14VS_RED_NUMBERSE	data	placeholder		
0x0210caf4	CONFIG-PLACEHOLDER	ov002	data_ov002_0210caf4	data	_ZN3OAM13LC_HIGH_SCOREE	data	placeholder		
0x0210cb14	CONFIG-PLACEHOLDER	ov002	data_ov002_0210cb14	data	_ZN3OAM18LC_CONGRATULATIONSE	data	placeholder		
0x0210d210	CONFIG-PLACEHOLDER	ov002	data_ov002_0210d210	data	_ZN3OAM15VS_GET_THE_STARE	data	placeholder		
0x0210d420	CONFIG-PLACEHOLDER	ov002	data_ov002_0210d420	data	_ZN3OAM5VS_GOE	data	placeholder		
0x0210d9a0	CONFIG-PLACEHOLDER	ov002	data_ov002_0210d9a0	bss	LUIGI_CAP_MODEL_PTR	data	placeholder		
0x0210d9a8	CONFIG-PLACEHOLDER	ov002	data_ov002_0210d9a8	bss	RED_NUMBER_MODEL_PTR	data	placeholder		
0x0210d9b0	CONFIG-PLACEHOLDER	ov002	data_ov002_0210d9b0	bss	POWER_FLOWER_OPEN_MODEL_PTR	data	placeholder		
0x0210d9b8	CONFIG-PLACEHOLDER	ov002	data_ov002_0210d9b8	bss	COIN_YELLOW_POLY32_MODEL_PTR	data	placeholder		
0x0210d9c0	CONFIG-PLACEHOLDER	ov002	data_ov002_0210d9c0	bss	WARIO_CAP_MODEL_PTR	data	placeholder		
0x0210d9c8	CONFIG-PLACEHOLDER	ov002	data_ov002_0210d9c8	bss	COIN_BLUE_POLY32_MODEL_PTR	data	placeholder		
0x0210d9d0	CONFIG-PLACEHOLDER	ov002	data_ov002_0210d9d0	bss	POWER_FLOWER_CLOSED_MODEL_PTR	data	placeholder		
0x0210d9d8	CONFIG-PLACEHOLDER	ov002	data_ov002_0210d9d8	bss	ONE_UP_MUSHROOM_MODEL_PTR	data	placeholder		
0x0210d9e0	CONFIG-PLACEHOLDER	ov002	data_ov002_0210d9e0	bss	BOB_OMB_MODEL_PTR	data	placeholder		
0x0210d9e8	CONFIG-PLACEHOLDER	ov002	data_ov002_0210d9e8	bss	NUMBER_TEXSEQ_PTR	data	placeholder		
0x0210d9f0	CONFIG-PLACEHOLDER	ov002	data_ov002_0210d9f0	bss	SNUFIT_BULLET_MODEL_PTR	data	placeholder		
0x0210d9f8	CONFIG-PLACEHOLDER	ov002	data_ov002_0210d9f8	bss	COIN_RED_POLY32_MODEL_PTR	data	placeholder		
0x0210da00	CONFIG-PLACEHOLDER	ov002	data_ov002_0210da00	bss	COIN_BLUE_POLY4_MODEL_PTR	data	placeholder		
0x0210da08	CONFIG-PLACEHOLDER	ov002	data_ov002_0210da08	bss	SILVER_NUMBER_TEXSEQ_PTR	data	placeholder		
0x0210da10	CONFIG-PLACEHOLDER	ov002	data_ov002_0210da10	bss	WATER_RING_MODEL_PTR	data	placeholder		
0x0210da18	CONFIG-PLACEHOLDER	ov002	data_ov002_0210da18	bss	SHELL_MODEL_PTRS	data	placeholder		
0x0210da20	CONFIG-PLACEHOLDER	ov002	data_ov002_0210da20	bss	SHELL_RED_MODEL_PTR	data	placeholder		
0x0210da28	CONFIG-PLACEHOLDER	ov002	data_ov002_0210da28	bss	SILVER_NUMBER_MODEL_PTR	data	placeholder		
0x0210da30	CONFIG-PLACEHOLDER	ov002	data_ov002_0210da30	bss	SUPER_MUSHROOM_MODEL_PTR	data	placeholder		
0x0210da38	CONFIG-PLACEHOLDER	ov002	data_ov002_0210da38	bss	BUBBLE_MODEL_PTR	data	placeholder		
0x0210da40	CONFIG-PLACEHOLDER	ov002	data_ov002_0210da40	bss	MARIO_CAP_MODEL_PTR	data	placeholder		
