addr	state	modules	config_names	config_kinds	verified_name	verified_kind	verdict	proposed	note
0x02014aa8	DIVERGED	arm9	_ZN5dCc_c7ProcessEv	function	_ZN12CylinderClsn7ProcessEv	function	class-rename	_ZN5dCc_c7ProcessEv	
0x02014ff0	DIVERGED	arm9	_ZN5dCc_c6UpdateEv	function	_ZN12CylinderClsn6UpdateEv	function	class-rename	_ZN5dCc_c6UpdateEv	
0x02015024	DIVERGED	arm9	_ZN5dCc_c5ClearEv	function	_ZN12CylinderClsn5ClearEv	function	class-rename	_ZN5dCc_c5ClearEv	
0x02015040	DIVERGED	arm9	_ZN5dCc_c4InitE5Fix12IiES1_jj	function	_ZN12CylinderClsn4InitE5Fix12IiES1_jj	function	class-rename	_ZN5dCc_c4InitE5Fix12IiES1_jj	
0x02015058	DIVERGED	arm9	_ZN5dCc_cD2Ev	function	_ZN12CylinderClsnD2Ev	function	class-rename	_ZN5dCc_cD2Ev	
0x0201507c	DIVERGED	arm9	_ZN5dCc_cD0Ev	function	_ZN12CylinderClsnD0Ev	function	class-rename	_ZN5dCc_cD0Ev	
0x020150a8	DIVERGED	arm9	_ZN5dCc_cD1Ev	function	_ZN12CylinderClsnD1Ev	function	class-rename	_ZN5dCc_cD1Ev	
0x020150cc	DIVERGED	arm9	_ZN5dCc_cC2Ev	function	_ZN12CylinderClsnC2Ev	function	class-rename	_ZN5dCc_cC2Ev	
0x020156dc	DIVERGED	arm9	_ZN7Clipper13Func_020156DCEitii	function	_ZN7Clipper13Func_020156DCEv	function	signature-fix	_ZN7Clipper13Func_020156DCEitii	
0x0201609c	DIVERGED	arm9	_ZN11CommonModel12SetPolygonIDEj	function	_ZN11CommonModel13Func_0201609CEj	function	identity		
0x02017150	DIVERGED	arm9	_ZN9ModelBaseC2Ev	function	_ZN9ModelBaseC1Ev	function	ctor-variant	_ZN9ModelBaseC2Ev	
0x02017168	DIVERGED	arm9	_ZThn80_N9ModelAnimD0Ev	function	_ZThn80_N9AnimationD0Ev	function	identity		
0x02017178	DIVERGED	arm9	_ZThn80_N9ModelAnimD1Ev	function	_ZThn80_N9AnimationD1Ev	function	identity		
0x02017188	DIVERGED	arm9	_ZThn80_N14BlendModelAnimD0Ev	function	_ZThn80_N9AnimationD0Ev	function	identity		
0x02017198	DIVERGED	arm9	_ZThn80_N14BlendModelAnimD1Ev	function	_ZThn80_N9AnimationD1Ev	function	identity		
0x020171a8	DIVERGED	arm9	_ZThn80_N10ModelAnim2D0Ev	function	_ZThn80_N9AnimationD0Ev	function	identity		
0x020171b8	DIVERGED	arm9	_ZThn80_N10ModelAnim2D1Ev	function	_ZThn80_N9AnimationD1Ev	function	identity		
0x02017574	DIVERGED	arm9	_ZN10FaderColorD2Ev	function	_ZN5ColorD1Ev	function	identity		
0x02017afc	DIVERGED	arm9	_ZN7dBgW_Kc8LoadFileER13SharedFilePtr	function	_ZN12MeshCollider8LoadFileER13SharedFilePtr	function	class-rename	_ZN7dBgW_Kc8LoadFileER13SharedFilePtr	
0x020230d8	NO-SLOT	-	-	-	PARTICLE_SPA_FILE	data	no-slot		
0x02023598	DIVERGED	arm9	_ZN9BootSceneD1Ev	function	_ZN5SceneD2Ev	function	identity		
0x020235d4	DIVERGED	arm9	_ZN9BootSceneD0Ev	function	_ZN5SceneD0Ev	function	identity		
0x02023688	DIVERGED	arm9	_ZN5StageD1Ev	function	_ZN5StageD2Ev	function	dtor-variant	_ZN5StageD1Ev	
0x0202b6f0	NO-SLOT	-	-	-	Geometry_WriteFogTable	data	no-slot		
0x0202e088	DIVERGED	arm9	Stage_Spawn	function	_ZN5StageC1Ev	function	plain		
0x0202e140	DIVERGED	arm9	_ZN8dScene_cD1Ev	function	_ZN5SceneD1Ev	function	class-rename	_ZN8dScene_cD1Ev	
0x0202e170	DIVERGED	arm9	_ZN8dScene_cD0Ev	function	_ZN5SceneD0Ev	function	class-rename	_ZN8dScene_cD0Ev	
0x0202e1b4	DIVERGED	arm9	_ZN8dScene_c20SetAndStopColorFaderEv	function	_ZN5Scene20SetAndStopColorFaderEv	function	class-rename	_ZN8dScene_c20SetAndStopColorFaderEv	
0x0202e1e0	DIVERGED	arm9	_ZN8dScene_c9SetFadersEP15FaderBrightness	function	_ZN5Scene9SetFadersEP15FaderBrightness	function	class-rename	_ZN8dScene_c9SetFadersEP15FaderBrightness	
0x0202e26c	DIVERGED	arm9	_ZN8dScene_c16SpawnIfNecessaryEv	function	_ZN5Scene16SpawnIfNecessaryEv	function	class-rename	_ZN8dScene_c16SpawnIfNecessaryEv	
0x0202e300	DIVERGED	arm9	_ZN8dScene_c18PrepareToSpawnBootEv	function	_ZN5Scene18PrepareToSpawnBootEv	function	class-rename	_ZN8dScene_c18PrepareToSpawnBootEv	
0x0202e348	DIVERGED	arm9	_ZN8dScene_c14StartSceneFadeEjjt	function	_ZN5Scene14StartSceneFadeEjjt	function	class-rename	_ZN8dScene_c14StartSceneFadeEjjt	
0x0202e36c	DIVERGED	arm9	_ZN8dScene_c15SetSceneToSpawnEjj	function	_ZN5Scene15SetSceneToSpawnEjj	function	class-rename	_ZN8dScene_c15SetSceneToSpawnEjj	
0x0202e398	DIVERGED	arm9	_ZN8dScene_c11AfterRenderEj	function	_ZN5Scene11AfterRenderEj	function	class-rename	_ZN8dScene_c11AfterRenderEj	
0x0202e3a4	DIVERGED	arm9	_ZN8dScene_c12BeforeRenderEv	function	_ZN5Scene12BeforeRenderEv	function	class-rename	_ZN8dScene_c12BeforeRenderEv	
0x0202e3c8	DIVERGED	arm9	_ZN8dScene_c13AfterBehaviorEj	function	_ZN5Scene13AfterBehaviorEj	function	class-rename	_ZN8dScene_c13AfterBehaviorEj	
0x0202e3d4	DIVERGED	arm9	_ZN8dScene_c14BeforeBehaviorEv	function	_ZN5Scene14BeforeBehaviorEv	function	class-rename	_ZN8dScene_c14BeforeBehaviorEv	
0x0202e5d0	DIVERGED	arm9	_ZN8dScene_c21AfterCleanupResourcesEj	function	_ZN5Scene21AfterCleanupResourcesEj	function	class-rename	_ZN8dScene_c21AfterCleanupResourcesEj	
0x0202e5f0	DIVERGED	arm9	_ZN8dScene_c22BeforeCleanupResourcesEv	function	_ZN5Scene22BeforeCleanupResourcesEv	function	class-rename	_ZN8dScene_c22BeforeCleanupResourcesEv	
0x0202e62c	DIVERGED	arm9	_ZN8dScene_c18AfterInitResourcesEj	function	_ZN5Scene18AfterInitResourcesEj	function	class-rename	_ZN8dScene_c18AfterInitResourcesEj	
0x0202e638	DIVERGED	arm9	_ZN8dScene_c19BeforeInitResourcesEv	function	_ZN5Scene19BeforeInitResourcesEv	function	class-rename	_ZN8dScene_c19BeforeInitResourcesEv	
0x0202e66c	DIVERGED	arm9	_ZN8dScene_c19ResetFadersAndSoundEv	function	_ZN5Scene19ResetFadersAndSoundEv	function	class-rename	_ZN8dScene_c19ResetFadersAndSoundEv	
0x0202e6c8	DIVERGED	arm9	_ZN8dScene_c20Initialise3dGraphicsEv	function	_ZN5Scene20Initialise3dGraphicsEv	function	class-rename	_ZN8dScene_c20Initialise3dGraphicsEv	
0x0202e7d4	DIVERGED	arm9	_ZN8dScene_c22ResetHardwareRegistersEv	function	_ZN5Scene22ResetHardwareRegistersEv	function	class-rename	_ZN8dScene_c22ResetHardwareRegistersEv	
0x02035448	DIVERGED	arm9	_ZN5dBgCh19StartDetectingToxicEv	function	_ZN4BgCh19StartDetectingToxicEv	function	class-rename	_ZN5dBgCh19StartDetectingToxicEv	
0x02035488	DIVERGED	arm9	_ZN5dBgCh18StopDetectingWaterEv	function	_ZN4BgCh18StopDetectingWaterEv	function	class-rename	_ZN5dBgCh18StopDetectingWaterEv	
0x0203549c	DIVERGED	arm9	_ZN5dBgCh19StartDetectingWaterEv	function	_ZN4BgCh19StartDetectingWaterEv	function	class-rename	_ZN5dBgCh19StartDetectingWaterEv	
0x020354bc	DIVERGED	arm9	_ZN5dBgCh21StopDetectingOrdinaryEv	function	_ZN4BgCh21StopDetectingOrdinaryEv	function	class-rename	_ZN5dBgCh21StopDetectingOrdinaryEv	
0x02035564	DIVERGED	arm9	_ZNK10dBgCh_Actr15ShouldUpdatePosEv	function	_ZNK12WithMeshClsn15ShouldUpdatePosEv	function	class-rename	_ZNK10dBgCh_Actr15ShouldUpdatePosEv	
0x02035578	DIVERGED	arm9	_ZNK10dBgCh_Actr16ShouldUpdatePosYEv	function	_ZNK12WithMeshClsn16ShouldUpdatePosYEv	function	class-rename	_ZNK10dBgCh_Actr16ShouldUpdatePosYEv	
0x02035610	DIVERGED	arm9	_ZNK10dBgCh_Actr12TouchesWaterEv	function	_ZNK12WithMeshClsn12TouchesWaterEv	function	class-rename	_ZNK10dBgCh_Actr12TouchesWaterEv	
0x02035620	DIVERGED	arm9	_ZNK10dBgCh_Actr14GetResultFlag1Ev	function	_ZNK12WithMeshClsn14GetResultFlag1Ev	function	class-rename	_ZNK10dBgCh_Actr14GetResultFlag1Ev	
0x0203562c	DIVERGED	arm9	_ZNK10dBgCh_Actr8IsOnWallEv	function	_ZNK12WithMeshClsn8IsOnWallEv	function	class-rename	_ZNK10dBgCh_Actr8IsOnWallEv	
0x0203565c	DIVERGED	arm9	_ZNK10dBgCh_Actr13GetWallResultEv	function	_ZNK12WithMeshClsn13GetWallResultEv	function	class-rename	_ZNK10dBgCh_Actr13GetWallResultEv	
0x0203566c	DIVERGED	arm9	_ZNK10dBgCh_Actr14GetFloorResultEv	function	_ZNK12WithMeshClsn14GetFloorResultEv	function	class-rename	_ZNK10dBgCh_Actr14GetFloorResultEv	
0x02035694	DIVERGED	arm9	_ZNK10dBgCh_Actr13GetLimMovFlagEv	function	_ZNK12WithMeshClsn13GetLimMovFlagEv	function	class-rename	_ZNK10dBgCh_Actr13GetLimMovFlagEv	
0x020356a0	DIVERGED	arm9	_ZN10dBgCh_Actr15ClearLimMovFlagEv	function	_ZN12WithMeshClsn15ClearLimMovFlagEv	function	class-rename	_ZN10dBgCh_Actr15ClearLimMovFlagEv	
0x020356b4	DIVERGED	arm9	_ZN10dBgCh_Actr13SetLimMovFlagEv	function	_ZN12WithMeshClsn13SetLimMovFlagEv	function	class-rename	_ZN10dBgCh_Actr13SetLimMovFlagEv	
0x020356e8	DIVERGED	arm9	_ZNK10dBgCh_Actr10IsOnGroundEv	function	_ZNK12WithMeshClsn10IsOnGroundEv	function	class-rename	_ZNK10dBgCh_Actr10IsOnGroundEv	
0x020356f4	DIVERGED	arm9	_ZN10dBgCh_Actr15ClearGroundFlagEv	function	_ZN12WithMeshClsn15ClearGroundFlagEv	function	class-rename	_ZN10dBgCh_Actr15ClearGroundFlagEv	
0x02035708	DIVERGED	arm9	_ZN10dBgCh_Actr13SetGroundFlagEv	function	_ZN12WithMeshClsn13SetGroundFlagEv	function	class-rename	_ZN10dBgCh_Actr13SetGroundFlagEv	
0x0203571c	DIVERGED	arm9	_ZNK10dBgCh_Actr13JustHitGroundEv	function	_ZNK12WithMeshClsn13JustHitGroundEv	function	class-rename	_ZNK10dBgCh_Actr13JustHitGroundEv	
0x02035728	DIVERGED	arm9	_ZN10dBgCh_Actr22ClearJustHitGroundFlagEv	function	_ZN12WithMeshClsn22ClearJustHitGroundFlagEv	function	class-rename	_ZN10dBgCh_Actr22ClearJustHitGroundFlagEv	
0x02035750	DIVERGED	arm9	_ZN10dBgCh_Actr19ClearAllGroundFlagsEv	function	_ZN12WithMeshClsn19ClearAllGroundFlagsEv	function	class-rename	_ZN10dBgCh_Actr19ClearAllGroundFlagsEv	
0x02035820	DIVERGED	arm9	_ZN10dBgCh_Actr18StopDetectingWaterEv	function	_ZN12WithMeshClsn18StopDetectingWaterEv	function	class-rename	_ZN10dBgCh_Actr18StopDetectingWaterEv	
0x02035840	DIVERGED	arm9	_ZN10dBgCh_Actr19StartDetectingWaterEv	function	_ZN12WithMeshClsn19StartDetectingWaterEv	function	class-rename	_ZN10dBgCh_Actr19StartDetectingWaterEv	
0x0203589c	DIVERGED	arm9	_ZN10dBgCh_Actr12Unk_0203589cEv	function	_ZN12WithMeshClsn12Unk_0203589cEv	function	class-rename	_ZN10dBgCh_Actr12Unk_0203589cEv	
0x020358ac	DIVERGED	arm9	_ZN10dBgCh_Actr20UpdateExtraContinousEv	function	_ZN12WithMeshClsn20UpdateExtraContinousEv	function	class-rename	_ZN10dBgCh_Actr20UpdateExtraContinousEv	
0x02036318	DIVERGED	arm9	_ZN10dBgCh_Actr22UpdateContinuousNoLavaEv	function	_ZN12WithMeshClsn22UpdateContinuousNoLavaEv	function	class-rename	_ZN10dBgCh_Actr22UpdateContinuousNoLavaEv	
0x020366b4	DIVERGED	arm9	_ZN10dBgCh_Actr16UpdateContinuousEv	function	_ZN12WithMeshClsn16UpdateContinuousEv	function	class-rename	_ZN10dBgCh_Actr16UpdateContinuousEv	
0x02036ee4	DIVERGED	arm9	_ZN10dBgCh_Actr22UpdateDiscreteNoLava_2Ev	function	_ZN12WithMeshClsn22UpdateDiscreteNoLava_2Ev	function	class-rename	_ZN10dBgCh_Actr22UpdateDiscreteNoLava_2Ev	
0x02037024	DIVERGED	arm9	_ZN10dBgCh_Actr20UpdateDiscreteNoLavaEv	function	_ZN12WithMeshClsn20UpdateDiscreteNoLavaEv	function	class-rename	_ZN10dBgCh_Actr20UpdateDiscreteNoLavaEv	
0x02037388	DIVERGED	arm9	_ZN10dBgCh_Actr4InitEP8dActor_c5Fix12IiES3_P10Vector3_16S5_	function	_ZN12WithMeshClsn4InitEP5Actor5Fix12IiES3_P10Vector3_16S5_	function	class-rename+arg-rename	_ZN10dBgCh_Actr4InitEP8dActor_c5Fix12IiES3_P10Vector3_16S5_	
0x020373f8	DIVERGED	arm9	_ZN10dBgCh_ActrD1Ev	function	_ZN12WithMeshClsnD1Ev	function	class-rename	_ZN10dBgCh_ActrD1Ev	
0x02037430	DIVERGED	arm9	_ZN10dBgCh_ActrC1Ev	function	_ZN12WithMeshClsnC1Ev	function	class-rename	_ZN10dBgCh_ActrC1Ev	
0x0203748c	DIVERGED	arm9	_ZN9dBgCh_Gnd12SetObjAndPosERK7Vector3P8dActor_c	function	_ZN13RaycastGround12SetObjAndPosERK7Vector3P5Actor	function	class-rename+arg-rename	_ZN9dBgCh_Gnd12SetObjAndPosERK7Vector3P8dActor_c	
0x02037534	DIVERGED	arm9	_ZN9dBgCh_GndD1Ev	function	_ZN13RaycastGroundD1Ev	function	class-rename	_ZN9dBgCh_GndD1Ev	
0x02037570	DIVERGED	arm9	_ZN9dBgCh_GndC1Ev	function	_ZN13RaycastGroundC1Ev	function	class-rename	_ZN9dBgCh_GndC1Ev	
0x020375d0	DIVERGED	arm9	_ZN9dBgCh_Lin10GetClsnPosEv	function	_ZN11RaycastLine10GetClsnPosEv	function	class-rename	_ZN9dBgCh_Lin10GetClsnPosEv	
0x02037670	DIVERGED	arm9	_ZN9dBgCh_Lin13SetObjAndLineERK7Vector3S2_P8dActor_c	function	_ZN11RaycastLine13SetObjAndLineERK7Vector3S2_P5Actor	function	class-rename+arg-rename	_ZN9dBgCh_Lin13SetObjAndLineERK7Vector3S2_P8dActor_c	
0x02037764	DIVERGED	arm9	_ZN9dBgCh_LinD1Ev	function	_ZN11RaycastLineD1Ev	function	class-rename	_ZN9dBgCh_LinD1Ev	
0x020377b0	DIVERGED	arm9	_ZN9dBgCh_LinC1Ev	function	_ZN11RaycastLineC1Ev	function	class-rename	_ZN9dBgCh_LinC1Ev	
0x020378e4	DIVERGED	arm9	_ZN12dBgCh_SphCrr14SetFloorResultERK5dBgPi	function	_ZN10SphereClsn14SetFloorResultERK10ClsnResult	function	class-rename+arg-rename	_ZN12dBgCh_SphCrr14SetFloorResultERK5dBgPi	
0x02037c00	DIVERGED	arm9	_ZN12dBgCh_SphCrr15SetObjAndSphereERK7Vector35Fix12IiEP8dActor_c	function	_ZN10SphereClsn15SetObjAndSphereERK7Vector35Fix12IiEP5Actor	function	class-rename+arg-rename	_ZN12dBgCh_SphCrr15SetObjAndSphereERK7Vector35Fix12IiEP8dActor_c	
0x02037cb0	DIVERGED	arm9	_ZN12dBgCh_SphCrrD1Ev	function	_ZN10SphereClsnD1Ev	function	class-rename	_ZN12dBgCh_SphCrrD1Ev	
0x02037d18	DIVERGED	arm9	_ZN12dBgCh_SphCrrC1Ev	function	_ZN10SphereClsnC1Ev	function	class-rename	_ZN12dBgCh_SphCrrC1Ev	
0x02037f4c	DIVERGED	arm9	_ZNK5dBgPi9GetClsnIDEv	function	_ZNK10ClsnResult9GetClsnIDEv	function	class-rename	_ZNK5dBgPi9GetClsnIDEv	
0x02038018	DIVERGED	arm9	_ZN5dBgPiaSERKS_	function	_ZN10ClsnResultaSERKS_	function	plain		
0x0203806c	DIVERGED	arm9	_ZNK5dBgPi6CopyToERS_	function	_ZNK10ClsnResult6CopyToERS_	function	class-rename+arg-rename	_ZNK5dBgPi6CopyToERS_	
0x02038144	DIVERGED	arm9	_ZN5dBgPiD1Ev	function	_ZN10ClsnResultD1Ev	function	class-rename	_ZN5dBgPiD1Ev	
0x0203816c	DIVERGED	arm9	_ZN5dBgPiC1Ev	function	_ZN10ClsnResultC1Ev	function	class-rename	_ZN5dBgPiC1Ev	
0x02038638	DIVERGED	arm9	_ZN9dBgCh_Lin10DetectClsnEv	function	_ZN11RaycastLine10DetectClsnEv	function	class-rename	_ZN9dBgCh_Lin10DetectClsnEv	
0x02038b78	DIVERGED	arm9	_ZN12dBgCh_SphCrr10DetectClsnEv	function	_ZN10SphereClsn10DetectClsnEv	function	class-rename	_ZN12dBgCh_SphCrr10DetectClsnEv	
0x02038f44	DIVERGED	arm9	_ZN9dBgCh_Gnd10DetectClsnEv	function	_ZN13RaycastGround10DetectClsnEv	function	class-rename	_ZN9dBgCh_Gnd10DetectClsnEv	
0x02039140	DIVERGED	arm9	_ZN4dBgW7DisableEv	function	_ZN16MeshColliderBase7DisableEv	function	class-rename	_ZN4dBgW7DisableEv	
0x02039184	DIVERGED	arm9	_ZN4dBgW6EnableEP8dActor_c	function	_ZN16MeshColliderBase6EnableEP5Actor	function	class-rename+arg-rename	_ZN4dBgW6EnableEP8dActor_c	
0x0203923c	DIVERGED	arm9	_ZN4dBgW21UpdatePosWithVelocityERS_P8dActor_cR5dBgPiR7Vector3P10Vector3_16S8_	function	_ZN16MeshColliderBase21UpdatePosWithVelocityERS_P5ActorR10ClsnResultR7Vector3P10Vector3_16S8_	function	class-rename+arg-rename	_ZN4dBgW21UpdatePosWithVelocityERS_P8dActor_cR5dBgPiR7Vector3P10Vector3_16S8_	
0x0203929c	DIVERGED	arm9	_ZN4dBgW16UpdatePosAndAngsERS_P8dActor_cR5dBgPiR7Vector3P10Vector3_16S8_	function	_ZN16MeshColliderBase16UpdatePosAndAngsERS_P5ActorR10ClsnResultR7Vector3P10Vector3_16S8_	function	class-rename+arg-rename	_ZN4dBgW16UpdatePosAndAngsERS_P8dActor_cR5dBgPiR7Vector3P10Vector3_16S8_	
0x020392f8	DIVERGED	arm9	_ZN4dBgW25UpdateAngsWithAngularVelYERS_P8dActor_cR5dBgPiR7Vector3P10Vector3_16S8_	function	_ZN16MeshColliderBase25UpdateAngsWithAngularVelYERS_P5ActorR10ClsnResultR7Vector3P10Vector3_16S8_	function	class-rename+arg-rename	_ZN4dBgW25UpdateAngsWithAngularVelYERS_P8dActor_cR5dBgPiR7Vector3P10Vector3_16S8_	
0x02039348	DIVERGED	arm9	_ZN4dBgW22UpdatePosWithTransformERS_P8dActor_cR5dBgPiR7Vector3P10Vector3_16S8_	function	_ZN16MeshColliderBase22UpdatePosWithTransformERS_P5ActorR10ClsnResultR7Vector3P10Vector3_16S8_	function	class-rename+arg-rename	_ZN4dBgW22UpdatePosWithTransformERS_P8dActor_cR5dBgPiR7Vector3P10Vector3_16S8_	
0x020393dc	DIVERGED	arm9	_ZN4dBgW9IsEnabledEv	function	_ZN16MeshColliderBase9IsEnabledEv	function	class-rename	_ZN4dBgW9IsEnabledEv	
0x0203940c	DIVERGED	arm9	_ZN4dBgW11GetVelocityER7Vector3	function	_ZN16MeshColliderBase11GetVelocityER7Vector3	function	class-rename	_ZN4dBgW11GetVelocityER7Vector3	
0x02039428	DIVERGED	arm9	_ZN4dBgW14GetAngularVelYEv	function	_ZN16MeshColliderBase14GetAngularVelYEv	function	class-rename	_ZN4dBgW14GetAngularVelYEv	
0x02039430	DIVERGED	arm9	_ZN4dBgW12TransformPosERK7Vector3RS0_	function	_ZN16MeshColliderBase12TransformPosERK7Vector3RS0_	function	class-rename	_ZN4dBgW12TransformPosERK7Vector3RS0_	
0x02039438	DIVERGED	arm9	_ZN4dBgW10BeforeClsnER5dBgPiP8dActor_cR7Vector3P10Vector3_16S7_	function	_ZN16MeshColliderBase10BeforeClsnER10ClsnResultP5ActorR7Vector3P10Vector3_16S7_	function	class-rename+arg-rename	_ZN4dBgW10BeforeClsnER5dBgPiP8dActor_cR7Vector3P10Vector3_16S7_	
0x02039470	DIVERGED	arm9	_ZN4dBgW10DetectClsnER12dBgCh_SphCrr	function	_ZN16MeshColliderBase10DetectClsnER10SphereClsn	function	class-rename+arg-rename	_ZN4dBgW10DetectClsnER12dBgCh_SphCrr	
0x02039478	DIVERGED	arm9	_ZN4dBgW10DetectClsnER9dBgCh_Lin	function	_ZN16MeshColliderBase10DetectClsnER11RaycastLine	function	class-rename+arg-rename	_ZN4dBgW10DetectClsnER9dBgCh_Lin	
0x02039480	DIVERGED	arm9	_ZN4dBgW10DetectClsnER9dBgCh_Gnd	function	_ZN16MeshColliderBase10DetectClsnER13RaycastGround	function	class-rename+arg-rename	_ZN4dBgW10DetectClsnER9dBgCh_Gnd	
0x02039488	DIVERGED	arm9	_ZN5dBgCh21ShouldPassThroughImplEPvRK4CLPSRKS_b	function	_ZN4BgCh21ShouldPassThroughImplEPvRK4CLPSRKS_b	function	class-rename+arg-rename	_ZN5dBgCh21ShouldPassThroughImplEPvRK4CLPSRKS_b	
0x02039620	DIVERGED	arm9	_ZN4dBgW9Virtual08Ev	function	_ZN16MeshColliderBase9Virtual08Ev	function	class-rename	_ZN4dBgW9Virtual08Ev	
0x02039668	DIVERGED	arm9	_ZN4dBgWD0Ev	function	_ZN16MeshColliderBaseD0Ev	function	class-rename	_ZN4dBgWD0Ev	
0x0203968c	DIVERGED	arm9	_ZN4dBgWD1Ev	function	_ZN16MeshColliderBaseD2Ev	function	class-rename+dtor-variant	_ZN4dBgWD1Ev	
0x0203969c	DIVERGED	arm9	_ZN4dBgWC2Ev	function	_ZN16MeshColliderBaseC2Ev	function	class-rename	_ZN4dBgWC2Ev	
0x020396d8	DIVERGED	arm9	_ZN7dBgW_Kc9Virtual08Ev	function	_ZN12MeshCollider9Virtual08Ev	function	class-rename	_ZN7dBgW_Kc9Virtual08Ev	
0x020396f0	DIVERGED	arm9	_ZN7dBgW_Kc7SetFileEP8KCL_FileR10CLPS_Block	function	_ZN12MeshCollider7SetFileEP8KCL_FileR10CLPS_Block	function	class-rename	_ZN7dBgW_Kc7SetFileEP8KCL_FileR10CLPS_Block	
0x02039760	DIVERGED	arm9	_ZN7dBgW_Kc17UpdateFileOffsetsER8KCL_File	function	_ZN12MeshCollider17UpdateFileOffsetsER8KCL_File	function	class-rename	_ZN7dBgW_Kc17UpdateFileOffsetsER8KCL_File	
0x0203982c	DIVERGED	arm9	_ZN7dBgW_KcD0Ev	function	_ZN12MeshColliderD0Ev	function	class-rename	_ZN7dBgW_KcD0Ev	
0x02039864	DIVERGED	arm9	_ZN7dBgW_KcD1Ev	function	_ZN12MeshColliderD1Ev	function	class-rename	_ZN7dBgW_KcD1Ev	
0x02039894	DIVERGED	arm9	_ZN7dBgW_KcC1Ev	function	_ZN12MeshColliderC1Ev	function	class-rename	_ZN7dBgW_KcC1Ev	
0x02039908	DIVERGED	arm9	_ZN10dBgW_KcMbg11GetVelocityER7Vector3	function	_ZN18MovingMeshCollider11GetVelocityER7Vector3	function	class-rename	_ZN10dBgW_KcMbg11GetVelocityER7Vector3	
0x02039924	DIVERGED	arm9	_ZN10dBgW_KcMbg14GetAngularVelYEv	function	_ZN18MovingMeshCollider14GetAngularVelYEv	function	class-rename	_ZN10dBgW_KcMbg14GetAngularVelYEv	
0x02039930	DIVERGED	arm9	_ZN10dBgW_KcMbg12TransformPosERK7Vector3RS0_	function	_ZN18MovingMeshCollider12TransformPosERK7Vector3RS0_	function	class-rename	_ZN10dBgW_KcMbg12TransformPosERK7Vector3RS0_	
0x02039970	DIVERGED	arm9	_ZN10dBgW_KcMbg10DetectClsnER9dBgCh_Lin	function	_ZN18MovingMeshCollider10DetectClsnER11RaycastLine	function	class-rename+arg-rename	_ZN10dBgW_KcMbg10DetectClsnER9dBgCh_Lin	
0x02039a3c	DIVERGED	arm9	_ZN10dBgW_KcMbg10DetectClsnER12dBgCh_SphCrr	function	_ZN18MovingMeshCollider10DetectClsnER10SphereClsn	function	class-rename+arg-rename	_ZN10dBgW_KcMbg10DetectClsnER12dBgCh_SphCrr	
0x02039cb8	DIVERGED	arm9	_ZN10dBgW_KcMbg10DetectClsnER9dBgCh_Gnd	function	_ZN18MovingMeshCollider10DetectClsnER13RaycastGround	function	class-rename+arg-rename	_ZN10dBgW_KcMbg10DetectClsnER9dBgCh_Gnd	
0x02039e60	DIVERGED	arm9	_ZN10dBgW_KcMbg17GetTriangleOriginEsR7Vector3	function	_ZN18MovingMeshCollider17GetTriangleOriginEsR7Vector3	function	class-rename	_ZN10dBgW_KcMbg17GetTriangleOriginEsR7Vector3	
0x02039ec0	DIVERGED	arm9	_ZN10dBgW_KcMbg9GetNormalEsR7Vector3	function	_ZN18MovingMeshCollider9GetNormalEsR7Vector3	function	class-rename	_ZN10dBgW_KcMbg9GetNormalEsR7Vector3	
0x02039f20	DIVERGED	arm9	_ZN10dBgW_KcMbg9TransformERK9Matrix4x3s	function	_ZN18MovingMeshCollider9TransformERK9Matrix4x3s	function	class-rename	_ZN10dBgW_KcMbg9TransformERK9Matrix4x3s	
0x0203a1dc	DIVERGED	arm9	_ZN10dBgW_KcMbg9Virtual08Ev	function	_ZN18MovingMeshCollider9Virtual08Ev	function	class-rename	_ZN10dBgW_KcMbg9Virtual08Ev	
0x0203a1e0	DIVERGED	arm9	_ZN10dBgW_KcMbg7SetFileEP8KCL_FileRK9Matrix4x35Fix12IiEsR10CLPS_Block	function	_ZN18MovingMeshCollider7SetFileEP8KCL_FileRK9Matrix4x35Fix12IiEsR10CLPS_Block	function	class-rename	_ZN10dBgW_KcMbg7SetFileEP8KCL_FileRK9Matrix4x35Fix12IiEsR10CLPS_Block	
0x0203a444	DIVERGED	arm9	_ZN10dBgW_KcMbgD0Ev	function	_ZN18MovingMeshColliderD0Ev	function	class-rename	_ZN10dBgW_KcMbgD0Ev	
0x0203a470	DIVERGED	arm9	_ZN10dBgW_KcMbgD1Ev	function	_ZN18MovingMeshColliderD1Ev	function	class-rename	_ZN10dBgW_KcMbgD1Ev	
0x0203a494	DIVERGED	arm9	_ZN10dBgW_KcMbgC1Ev	function	_ZN18MovingMeshColliderC1Ev	function	class-rename	_ZN10dBgW_KcMbgC1Ev	
0x0203a4dc	DIVERGED	arm9	_ZN14dBgW_KcMbgSclY9GetNormalEsR7Vector3	function	_ZN21ExtendingMeshCollider9GetNormalEsR7Vector3	function	class-rename	_ZN14dBgW_KcMbgSclY9GetNormalEsR7Vector3	
0x0203a594	DIVERGED	arm9	_ZN14dBgW_KcMbgSclY10DetectClsnER9dBgCh_Lin	function	_ZN21ExtendingMeshCollider10DetectClsnER11RaycastLine	function	class-rename+arg-rename	_ZN14dBgW_KcMbgSclY10DetectClsnER9dBgCh_Lin	
